Action,Bytes Sent,Bytes Received,Elapsed Time (sec),Destination Port_80,Destination Port_443,Destination Port_445,Destination Port_25174,Destination Port_Other,NAT Source Port_48817,NAT Source Port_50116,NAT Source Port_57596,NAT Source Port_58638,NAT Source Port_Other,NAT Destination Port_53,NAT Destination Port_80,NAT Destination Port_443,NAT Destination Port_27015,NAT Destination Port_Other
allow,102,98,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,136,180,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1024,1020,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,19098,83450,35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1232,71789,80,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,89,643,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,90,0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,14276,47225,35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1152,13331,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,596,536,28,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1159,2003,16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,815,1390,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,132,216,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3827,7341,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,3013,5869,137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1628,4445,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,5074,153630,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1226,11777,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1063,16580,35,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,762,10151,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1938,6995,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,7055,3649,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,60,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1518,1955,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,87,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2520,2977,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,82,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,4197,2278,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,87,624,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,87,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,7169,5477,198,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2308,4424,141,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,93,89,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,90,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,3349,29974,123,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,82,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,1714,1714,34,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2421,2740,122,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,150,0,1201,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,7480,72033,122,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2907,4425,122,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,69,91,120,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,79714,4352,125,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,330,0,3609,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,149,310,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allow,94,283,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allow,94,162,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,12378,303323,137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,14555,186688,158,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2438,6294,36,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,60,74,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,102,95,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,83,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,86,78,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,6716,8132,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1237,1696,20,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1535,1917,82,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,132,216,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,11346,8021,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1900,5989,14,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,98,193,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,11951,314369,36,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,3793,4389,37,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1952,5989,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1098,993,300,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2310,7746,36,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,651,1415,35,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2503,5452,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1370,12468,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,89,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,238,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,78,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,86,1066,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,86,78,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1871,12891,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,142,164,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1606,7108,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1952,5989,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,218,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,78,370,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1221,4297,90,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,142,152,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1026,1020,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1024,1020,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,156,444,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,94,89,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,6888,4656,125,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1792,1562,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allow,94,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,78,90,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2342,2598,135,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,7409,219736,146,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,150,704,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,86,0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1960,18553,21,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,156,444,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,102,295,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1764,5608,547,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1578,5408,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2691,13372,38,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,471,742,255,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2219,5741,35,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,700,4468,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2390,9383,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,11034,134406,158,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,23419,260551,158,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1511,6365,42,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,136,70,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1601,6142,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,762,355,255,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3198,4484,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,764,1602,137,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,428,288,26,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2256,7895,39,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1247,411,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1565,16200,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2947,19421,137,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,19995,277788,158,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2104,5938,26,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1785,47380,36,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,140,180,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,234,0,12,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2081,19724,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,94,87,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,156,444,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,83,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,70,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,94,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,643,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,85,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2436,5018,23,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,78,370,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,25873,382217,137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1022,1020,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,185,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,106,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1654,2089,120,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,213,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,83,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1386,0,1526,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,32024,267590,115,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,192,126,18,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,4773,6474,1454,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1900,5989,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,78,370,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,61672,1191956,220,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,700,4467,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1978,12945,49,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,633,639,150,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3159,78644,20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,19086,10859,736,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,700,4466,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,10347,123975,304,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,156,444,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,78,370,25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,4523,364550,142,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,502,252,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,94,198,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,102,302,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,3270,23432,136,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,83,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1988,27464,3619,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,83,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,150,359,1199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,528,0,1199,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2410,5446,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,136,180,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,10616,175771,33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,782,504,361,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
