Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes Sent,Bytes Received,Elapsed Time (sec)
46445,443,57162,443,allow,8293,5649,172
50408,53,64657,53,allow,94,661,31
64525,53,31849,53,allow,101,97,31
49780,53,7446,53,allow,93,89,31
50273,443,63017,443,allow,4645,8718,241
38059,443,31779,443,allow,14000,11214,99
56674,53,43592,53,allow,93,89,31
55706,53,9914,53,allow,103,99,31
51229,443,49748,443,allow,1038,7552,120
59658,443,33900,443,allow,925,4508,360
6881,49001,20436,49001,allow,111,99,1201
55720,53,40889,53,allow,101,673,31
30960,45727,32973,45727,allow,330,0,3610
56876,30188,0,0,deny,66,0,0
57524,445,0,0,drop,70,0,0
25222,37965,0,0,deny,62,0,0
32609,64097,0,0,deny,66,0,0
57821,445,0,0,drop,66,0,0
62421,445,0,0,drop,70,0,0
62420,445,0,0,drop,70,0,0
65265,55067,0,0,deny,62,0,0
50470,61463,0,0,deny,86,0,0
57521,445,0,0,drop,70,0,0
13840,37965,0,0,deny,146,0,0
57585,19750,0,0,deny,66,0,0
57519,445,0,0,drop,70,0,0
35494,22114,0,0,deny,66,0,0
58976,43890,0,0,deny,66,0,0
57816,445,0,0,drop,66,0,0
57817,445,0,0,drop,66,0,0
64546,57470,0,0,deny,66,0,0
36301,443,2134,443,allow,1933,5383,15
59675,80,26404,80,allow,77916,3359546,134
57241,443,46273,443,allow,49170,1117955,92
45964,3111,0,0,deny,60,0,0
57515,445,0,0,drop,70,0,0
62412,445,0,0,drop,70,0,0
57514,445,0,0,drop,70,0,0
35261,15503,0,0,deny,74,0,0
55565,64147,0,0,deny,62,0,0
62406,445,0,0,drop,70,0,0
62405,445,0,0,drop,70,0,0
62401,445,0,0,drop,70,0,0
57810,445,0,0,drop,66,0,0
52714,64147,0,0,deny,66,0,0
57806,445,0,0,drop,66,0,0
57805,445,0,0,drop,66,0,0
57804,445,0,0,drop,66,0,0
57803,445,0,0,drop,66,0,0
57800,445,0,0,drop,66,0,0
57799,445,0,0,drop,66,0,0
57795,445,0,0,drop,66,0,0
62396,445,0,0,drop,70,0,0
53656,31573,0,0,deny,66,0,0
57509,445,0,0,drop,70,0,0
62393,445,0,0,drop,70,0,0
62392,445,0,0,drop,70,0,0
62389,445,0,0,drop,70,0,0
29159,39004,0,0,deny,62,0,0
43350,58414,0,0,deny,66,0,0
53608,39004,0,0,deny,66,0,0
45051,23,0,0,deny,60,0,0
56794,46824,0,0,deny,66,0,0
60136,56205,0,0,deny,66,0,0
41165,23,0,0,deny,60,0,0
59668,51505,0,0,deny,62,0,0
49160,34068,0,0,deny,146,0,0
45908,3383,0,0,deny,60,0,0
443,64347,0,0,deny,131,0,0
9687,57470,0,0,deny,78,0,0
62387,445,0,0,drop,70,0,0
62386,445,0,0,drop,70,0,0
62384,445,0,0,drop,70,0,0
54742,37965,0,0,deny,66,0,0
58255,50584,0,0,deny,62,0,0
57789,445,0,0,drop,66,0,0
56743,53,5034,53,allow,110,99,30
57066,53,30352,53,allow,94,103,30
49752,53,61999,53,allow,94,88,30
49752,53,1168,53,allow,94,88,30
65067,53,22984,53,allow,102,225,30
48755,80,48755,80,allow,264,366,44
56697,443,50660,443,allow,2749,844,22
53679,24300,62271,24300,allow,914,742,21
35292,8100,19734,8100,allow,234,0,11
53693,26515,57249,26515,allow,70,0,4
49666,53,61369,53,allow,124,268,35
53145,27067,38874,27067,allow,397859,833843,185
59703,443,2631,443,allow,2701,6166,105
38779,80,43301,80,allow,540,0,186
38676,443,23921,443,allow,3737,97319,15
64086,443,64086,443,allow,10743,68364,172
52079,443,42023,443,allow,3589,1146,15
42485,443,17248,443,allow,70,60,5
58865,443,1630,443,allow,16437,488633,45
53690,42301,12821,42301,allow,1088,733,15
64595,53,13089,53,allow,93,206,35
39818,443,44736,443,allow,1181,1030,40
58293,443,58293,443,allow,2478,4656,75
49319,53,1935,53,allow,86,80,29
64605,53,57757,53,allow,94,89,29
55125,53,57865,53,allow,94,83,29
55119,53,12117,53,allow,86,908,29
55943,53,30420,53,allow,184,264,29
56979,53,46725,53,allow,110,99,29
49253,53,38638,53,allow,86,641,29
49781,53,14753,53,allow,102,92,30
56533,53,7408,53,allow,102,97,29
49847,53,33024,53,allow,184,264,29
50216,443,60442,443,allow,1382,4938,167
57598,443,59383,443,allow,2398,925,21
56561,53,63189,53,allow,86,81,30
56589,53,29602,53,allow,102,97,30
54448,53,29193,53,allow,70,0,30
49820,53,34423,53,allow,102,91,30
56389,53,30370,53,allow,93,186,31
36717,443,50144,443,allow,172,60,5
56292,443,36478,443,allow,2145,8694,140
55715,443,55715,443,allow,1668,2907,30
38673,443,39946,443,allow,8281,371159,16
59320,443,31815,443,allow,2614,1959,80
64095,443,63841,443,allow,2094,7801,262
60796,53,60796,53,allow,106,142,30
37993,49152,8346,49152,allow,156,0,8
64022,53,64185,53,allow,102,95,30
55581,53,26872,53,allow,86,81,30
37994,49152,32893,49152,allow,156,0,8
56094,443,60801,443,allow,3106,2510,223
56955,53,43873,53,allow,94,89,30
38675,443,44099,443,allow,3417,87393,16
60901,443,55846,443,allow,33681,588377,65
56535,53,61823,53,allow,94,106,30
56782,53,51399,53,allow,94,103,30
59840,80,40850,80,allow,11862,458084,68
56922,53,56922,53,allow,98,121,30
57083,53,55638,53,allow,102,96,30
56871,53,27631,53,allow,86,112,30
64813,16385,22226,16385,allow,192,240,30
35515,53,35515,53,allow,98,137,30
64525,53,63463,53,allow,102,97,30
50803,443,13145,443,allow,44922,53550,658
56560,53,48488,53,allow,102,96,30
42408,443,51647,443,allow,2630,10478,120
64485,53,11274,53,allow,94,89,30
56389,53,40774,53,allow,93,186,32
51882,15733,3672,15733,allow,70,0,5
34657,443,31367,443,allow,78,370,25
50985,80,61422,80,allow,539,74,15
39690,443,65323,443,allow,3167,2639,221
65437,53,59504,53,allow,111,377,53
55524,53,46955,53,allow,170,243,30
55560,53,36102,53,allow,86,80,30
63068,443,30672,443,allow,68426,2859813,37
55029,443,56750,443,allow,2782,32488,51
38677,443,24014,443,allow,3417,86466,15
34135,443,33569,443,allow,1987,7945,16
65307,53,33704,53,allow,94,271,58
56561,53,36683,53,allow,86,81,30
57027,53,20222,53,allow,94,104,30
55581,53,16064,53,allow,86,81,30
64485,53,10635,53,allow,94,89,30
60048,443,33885,443,allow,3186,9068,171
58862,443,37549,443,allow,27931,1040786,45
58864,443,26989,443,allow,8845,304007,45
56588,443,28580,443,allow,5909,4706,42
55625,80,27507,80,allow,9849,379477,21
9109,443,23310,443,allow,433,3967,15
47053,80,59078,80,allow,463,725,15
49951,80,39870,80,allow,505,1201,14
45074,443,48285,443,allow,2566,1927,130
53706,59208,33732,59208,allow,70,188,8
48756,80,48756,80,allow,264,296,44
49531,53,39343,53,allow,94,195,31
49569,53,55862,53,allow,94,87,31
64144,53,27291,53,allow,102,91,31
64461,53,32838,53,allow,89,261,53
56046,53,55070,53,allow,102,91,31
65307,53,59322,53,allow,94,90,29
45052,443,37093,443,allow,4926,126647,152
54982,53,58418,53,allow,96,186,47
60432,54312,22904,54312,allow,455,246,15
65532,53,6977,53,allow,102,153,29
48754,80,48754,80,allow,264,296,44
56611,443,56611,443,allow,1623,2907,26
56495,53,8652,53,allow,102,97,30
33115,443,15120,443,allow,2178,73638,16
54982,53,26204,53,allow,96,186,48
49429,53,3365,53,allow,102,97,29
55760,53,9967,53,allow,94,88,30
49863,8100,50615,8100,allow,234,0,11
56842,24233,45791,24233,allow,70,0,5
56495,53,46439,53,allow,102,97,30
49331,53,38875,53,allow,94,106,29
49262,53,13310,53,allow,86,82,29
49429,53,51638,53,allow,102,97,29
45589,53,45589,53,allow,106,119,30
64485,53,6047,53,allow,94,89,30
50405,53,35754,53,allow,102,98,30
55560,53,7666,53,allow,86,80,30
64334,53,44519,53,allow,94,106,31
55560,53,43077,53,allow,86,80,30
35868,123,20404,123,allow,94,90,30
56561,53,4933,53,allow,86,81,30
35099,53,35099,53,allow,106,119,30
65410,53,40006,53,allow,110,119,31
49780,53,9183,53,allow,94,89,31
57470,1337,6563,1337,allow,330,0,1200
49673,5223,52043,5223,allow,1448,2818,3088
55086,53,37200,53,allow,90,238,37
56691,443,56691,443,allow,1471,2907,29
44983,443,63267,443,allow,3096,1895,220
60902,443,20935,443,allow,40519,884367,65
49831,53,63335,53,allow,94,104,30
55581,53,6275,53,allow,86,81,30
53443,123,34007,123,allow,94,90,30
64312,53,19518,53,allow,110,99,30
55622,53,55622,53,allow,98,137,30
64312,53,39914,53,allow,110,99,30
53864,53,0,0,allow,86,95,30
64567,53,38980,53,allow,102,97,30
65367,53,6408,53,allow,94,157,30
64257,53,61085,53,allow,78,133,30
48480,443,23315,443,allow,2670,7739,5805
54349,443,33751,443,allow,6328,7735,37
56389,53,5155,53,allow,93,186,32
65075,53,3072,53,allow,100,178,31
36368,80,28918,80,allow,78,0,8
49767,53,48677,53,allow,102,98,30
36003,123,29238,123,allow,94,90,30
56495,53,40690,53,allow,102,97,30
53771,53,15804,53,allow,78,90,30
50436,53,50436,53,allow,106,142,30
49767,53,59870,53,allow,102,98,30
64127,53,25934,53,allow,94,83,30
64814,16386,26637,16386,allow,192,240,30
64812,16384,57833,16384,allow,256,300,30
56589,53,35173,53,allow,102,97,30
64605,53,37496,53,allow,94,89,30
56913,53,26881,53,allow,102,91,30
46087,123,1853,123,allow,94,90,30
43224,443,58496,443,allow,31188,1995872,77
62984,8920,64791,8920,allow,583,246,15
51898,50677,11184,50677,allow,70,0,8
39691,443,19471,443,allow,4130,2089,221
51594,443,50600,443,allow,1148,4706,23
57058,53,29046,53,allow,86,81,30
47749,53,47749,53,allow,106,142,30
49212,53,2222,53,allow,94,89,30
54590,443,20540,443,allow,4159,7935,135
64567,53,24261,53,allow,102,97,30
49262,53,46554,53,allow,86,82,30
50759,53,50759,53,allow,106,119,30
65468,53,8938,53,allow,94,106,30
57027,123,48138,123,allow,94,90,30
55261,53,52795,53,allow,94,89,30
65080,53,25627,53,allow,110,99,30
50686,443,65474,443,allow,1807,4779,360
10151,54168,22661,54168,allow,150,329,1200
57265,53,29608,53,allow,102,98,31
41027,80,63019,80,allow,540,0,186
61229,443,47952,443,allow,2798,9910,258
50802,443,32989,443,allow,77557,130302,753
57470,20433,47061,20433,allow,726,0,1200
65080,53,11923,53,allow,110,99,30
50477,443,26806,443,allow,4069,51319,240
57470,59208,35897,59208,allow,664,703,1199
56674,53,17434,53,allow,94,89,31
65354,53,35359,53,allow,94,178,31
57470,10154,49581,10154,allow,924,0,1200
64085,53,40904,53,allow,94,101,31
49740,53,60867,53,allow,85,256,42
62021,443,62021,443,allow,1718,2907,27
53272,80,30742,80,allow,3925,7135,108
56950,443,41087,443,allow,1203,4398,60
39880,80,44153,80,allow,793,986,58
50825,443,14787,443,allow,1120,5481,116
56260,80,50522,80,allow,58760,13840,1232
56951,443,11252,443,allow,1203,4398,60
43412,443,47585,443,allow,1465,958,171
39743,80,10677,80,allow,570,993,16
49415,53,12077,53,allow,83,230,54
63870,6881,25073,6881,allow,70,0,5
63864,44139,53899,44139,allow,70,0,5
56947,443,19771,443,allow,1203,4398,60
56952,443,36539,443,allow,1203,4398,60
49740,53,35003,53,allow,86,81,30
62068,64147,0,0,deny,66,0,0
57496,445,0,0,drop,70,0,0
62380,445,0,0,drop,70,0,0
57786,445,0,0,drop,66,0,0
57784,445,0,0,drop,66,0,0
57782,445,0,0,drop,66,0,0
28176,35440,0,0,deny,146,0,0
57493,445,0,0,drop,70,0,0
57780,445,0,0,drop,66,0,0
56646,48817,0,0,deny,62,0,0
53543,44847,0,0,deny,146,0,0
41840,50584,0,0,deny,66,0,0
40731,2323,0,0,deny,60,0,0
52472,51221,0,0,deny,74,0,0
62375,445,0,0,drop,70,0,0
26085,51221,0,0,deny,72,0,0
62371,445,0,0,drop,70,0,0
62369,445,0,0,drop,70,0,0
57488,445,0,0,drop,70,0,0
5688,44847,0,0,deny,66,0,0
63096,44847,0,0,deny,66,0,0
57487,445,0,0,drop,70,0,0
29017,2222,0,0,deny,60,0,0
28754,50584,0,0,deny,62,0,0
6666,50070,0,0,deny,60,0,0
46829,64147,0,0,deny,146,0,0
54280,3398,0,0,deny,60,0,0
57485,445,0,0,drop,70,0,0
53667,56205,0,0,deny,62,0,0
6721,37965,0,0,deny,66,0,0
17800,3389,17800,3389,reset-both,223,70,0
22285,3389,22285,3389,reset-both,223,70,0
19626,3389,19626,3389,reset-both,223,70,0
57769,445,0,0,drop,66,0,0
61945,48817,0,0,deny,62,0,0
12226,37965,0,0,deny,62,0,0
44529,6881,0,0,deny,146,0,0
57762,445,0,0,drop,66,0,0
62352,445,0,0,drop,70,0,0
57478,445,0,0,drop,70,0,0
57476,445,0,0,drop,70,0,0
52537,37965,0,0,deny,66,0,0
57760,445,0,0,drop,66,0,0
23969,57470,0,0,deny,62,0,0
57475,445,0,0,drop,70,0,0
54552,64147,0,0,deny,62,0,0
58973,57470,0,0,deny,66,0,0
16134,45680,0,0,deny,148,0,0
57474,445,0,0,drop,70,0,0
57473,445,0,0,drop,70,0,0
57987,56125,0,0,deny,90,0,0
57467,445,0,0,drop,70,0,0
57470,445,0,0,drop,70,0,0
57752,445,0,0,drop,66,0,0
57750,445,0,0,drop,66,0,0
58226,52848,0,0,deny,62,0,0
50470,61463,0,0,deny,86,0,0
57455,445,0,0,drop,70,0,0
57454,445,0,0,drop,70,0,0
60426,57470,0,0,deny,62,0,0
57450,445,0,0,drop,70,0,0
57445,445,0,0,drop,70,0,0
57444,445,0,0,drop,70,0,0
26937,23,0,0,deny,60,0,0
29011,32468,0,0,deny,62,0,0
49001,40108,0,0,deny,161,0,0
26048,21,0,0,deny,60,0,0
49305,57470,0,0,deny,66,0,0
62343,445,0,0,drop,70,0,0
50156,53,2104,53,allow,87,690,0
62341,445,0,0,drop,70,0,0
62340,445,0,0,drop,70,0,0
57729,445,0,0,drop,66,0,0
57732,445,0,0,drop,66,0,0
57736,445,0,0,drop,66,0,0
57737,445,0,0,drop,66,0,0
57733,445,0,0,drop,66,0,0
57734,445,0,0,drop,66,0,0
57730,445,0,0,drop,66,0,0
57731,445,0,0,drop,66,0,0
63027,35440,0,0,deny,66,0,0
1038,37965,0,0,deny,62,0,0
9529,26467,0,0,deny,62,0,0
52459,33890,0,0,deny,60,0,0
57433,445,0,0,drop,70,0,0
63288,52848,0,0,deny,66,0,0
59147,51505,0,0,deny,66,0,0
52459,33890,0,0,deny,60,0,0
62347,25,62347,25,deny,126,165,0
61147,22114,0,0,deny,66,0,0
59095,57470,0,0,deny,66,0,0
62336,445,0,0,drop,70,0,0
62329,445,0,0,drop,70,0,0
2691,64147,0,0,deny,62,0,0
62324,445,0,0,drop,70,0,0
55386,37965,0,0,deny,66,0,0
68,67,0,0,deny,594,0,0
2705,37,0,0,deny,60,0,0
51300,64147,0,0,deny,66,0,0
57717,445,0,0,drop,66,0,0
57716,445,0,0,drop,66,0,0
57714,445,0,0,drop,66,0,0
49159,23,0,0,deny,60,0,0
61744,11392,0,0,deny,66,0,0
57429,445,0,0,drop,70,0,0
52711,37965,0,0,deny,62,0,0
44569,3389,0,0,deny,60,0,0
62322,445,0,0,drop,70,0,0
57148,23,0,0,deny,60,0,0
41197,30188,0,0,deny,146,0,0
26351,22114,0,0,deny,62,0,0
51185,37965,0,0,deny,66,0,0
59563,30188,0,0,deny,66,0,0
59985,57470,0,0,deny,66,0,0
56186,57470,0,0,deny,62,0,0
6881,33156,0,0,deny,146,0,0
57419,445,0,0,drop,70,0,0
57417,445,0,0,drop,70,0,0
57420,445,0,0,drop,70,0,0
62320,445,0,0,drop,70,0,0
19875,30170,0,0,deny,145,0,0
57415,445,0,0,drop,70,0,0
62316,445,0,0,drop,70,0,0
62315,445,0,0,drop,70,0,0
62310,445,0,0,drop,70,0,0
57412,445,0,0,drop,70,0,0
60857,61689,0,0,deny,146,0,0
34983,26543,0,0,deny,145,0,0
63765,51221,0,0,deny,62,0,0
27898,52700,0,0,deny,62,0,0
58207,51505,0,0,deny,62,0,0
42044,60043,0,0,deny,66,0,0
17781,50265,0,0,deny,62,0,0
64614,53,3667,53,allow,95,91,30
8883,443,24361,443,allow,2044,7698,391
56745,443,56745,443,allow,20048,81851,62
60433,6881,35052,6881,allow,70,0,5
36417,443,45000,443,allow,1914,1665,291
56552,443,10361,443,allow,3057,6461,43
65315,53,25956,53,allow,88,84,30
52781,443,23345,443,allow,924,657,125
55784,53,41751,53,allow,94,90,30
50082,53,42387,53,allow,101,673,30
50318,53,63172,53,allow,89,643,30
38065,443,63899,443,allow,7457,8342,98
56746,443,56746,443,allow,9909,58595,62
56957,443,26018,443,allow,924,3435,59
56956,443,35896,443,allow,924,3435,59
50906,443,11737,443,allow,64,60,15
52056,80,60936,80,allow,846,2795,44
10047,443,65295,443,allow,10344,14972,170
64567,53,15933,53,allow,101,97,30
50905,443,13622,443,allow,64,60,15
52783,443,32956,443,allow,924,657,125
55018,53,31411,53,allow,89,85,30
53718,443,33767,443,allow,192,126,16
64144,53,48969,53,allow,95,91,30
63866,17623,15201,17623,allow,66,0,5
38058,443,33797,443,allow,12439,10531,98
51317,443,42808,443,allow,640,2925,153
51900,15755,25086,15755,allow,136,180,6
56388,53,28613,53,allow,95,91,46
55655,63670,23563,63670,allow,70,0,8
47642,443,46910,443,allow,10573,2162,316
38545,443,54573,443,allow,2148,2813,90
57290,53,48036,53,allow,93,665,30
49418,53,11471,53,allow,102,674,30
62063,443,35010,443,allow,1260,24251,121
57308,443,38390,443,allow,15248,21125,123
56853,13203,65279,13203,allow,136,180,6
52782,443,35099,443,allow,924,657,125
55658,45261,40194,45261,allow,70,0,8
53465,80,64691,80,allow,540,820,187
47728,443,8590,443,allow,3653,4751,256
63865,48610,9039,48610,allow,66,0,5
50999,443,32321,443,allow,1801,1250,16
11295,40002,5818,40002,allow,170,186,53
5588,5588,0,0,allow,1936,1626,195
65321,53,29738,53,allow,85,81,30
65175,53,9313,53,allow,103,675,30
55821,53,64842,53,allow,98,94,30
49740,53,20760,53,allow,85,81,30
49573,443,16183,443,allow,2197,5135,135
51772,443,20083,443,allow,327,1993,135
56448,53,33079,53,allow,102,98,30
64331,53,12876,53,allow,89,85,31
56655,53,60599,53,allow,86,82,31
58986,443,40709,443,allow,6845,3779,123
49351,53,12256,53,allow,84,80,30
50534,53,37578,53,allow,86,82,31
64967,53,49030,53,allow,94,90,31
49350,80,49350,80,allow,246,204,142
49346,80,49346,80,allow,246,204,142
49345,80,49345,80,allow,246,204,142
56331,443,61535,443,allow,172,1614,121
49531,53,3594,53,allow,93,89,31
65341,53,36456,53,allow,102,98,31
53284,443,5586,443,allow,2245,2334,122
48909,5228,27859,5228,allow,2491,8516,4411
57078,443,63821,443,allow,2569,2161,135
6882,6889,29221,6889,allow,111,110,1201
9144,3389,9144,3389,reset-both,223,70,1
38554,3389,38554,3389,reset-both,223,70,1
24041,55783,0,0,deny,62,0,0
57406,445,0,0,drop,70,0,0
38126,3389,38126,3389,reset-both,223,70,1
57020,36237,0,0,deny,66,0,0
58922,57470,0,0,deny,66,0,0
62301,445,0,0,drop,70,0,0
62297,445,0,0,drop,70,0,0
62296,445,0,0,drop,70,0,0
37075,3389,37075,3389,reset-both,223,70,1
10967,3389,10967,3389,reset-both,223,70,1
55706,53,61735,53,allow,110,99,30
64144,53,47875,53,allow,102,91,30
59728,80,65227,80,allow,16040,804971,100
64373,53,26971,53,allow,96,458,60
54435,443,54824,443,allow,3386,15416,293
57163,53,34170,53,allow,110,99,30
58049,443,10248,443,allow,1641,6601,360
49435,443,28726,443,allow,1050,7552,120
54763,443,60297,443,allow,5777,1359,200
38671,443,56566,443,allow,3545,86594,15
56948,443,19472,443,allow,1203,4398,59
53712,44822,45976,44822,allow,140,180,5
63868,60392,13062,60392,allow,70,0,4
64519,53,14591,53,allow,102,93,29
49740,53,58621,53,allow,86,81,29
60520,53,60520,53,allow,106,142,29
51822,80,12401,80,allow,1390,2319,19
54489,53,0,0,allow,154,264,33
38670,443,55536,443,allow,13849,487710,15
8380,80,8380,80,allow,1592,24021,22
64604,53,45485,53,allow,109,320,37
10011,443,63236,443,allow,3464,11101,151
56497,80,9145,80,allow,16112,394007,63
56949,443,2703,443,allow,1203,4398,59
53711,30355,27778,30355,allow,140,180,5
53703,16426,15322,16426,allow,70,0,7
49752,53,44269,53,allow,94,88,29
65321,53,58472,53,allow,86,81,29
63867,43618,49838,43618,allow,70,0,4
64312,53,28741,53,allow,110,99,29
64127,53,58268,53,allow,94,83,30
56388,53,20730,53,allow,95,180,44
53704,15000,2505,15000,allow,70,0,7
55018,53,64174,53,allow,89,223,36
49781,53,31272,53,allow,102,92,29
56747,443,56747,443,allow,9598,24303,61
56913,53,31255,53,allow,102,91,29
65321,53,36858,53,allow,86,81,29
49351,53,13338,53,allow,86,80,30
54463,53,52007,53,allow,78,86,30
51295,443,51295,443,allow,1427,2907,27
51902,443,16953,443,allow,888,5267,15
63859,80,37247,80,allow,192,122,15
56674,53,20676,53,allow,94,89,30
55706,53,23729,53,allow,110,99,30
50707,53,59770,53,allow,86,95,30
20746,53,43830,53,allow,86,105,30
57282,53,14101,53,allow,102,97,30
56491,443,52771,443,allow,1016,5050,26
65136,53,56790,53,allow,84,251,32
51879,38564,56529,38564,allow,70,0,5
56636,80,30803,80,allow,234,0,12
40512,80,26257,80,allow,691,1852,17
56499,80,63072,80,allow,13775,264073,63
46778,53,46778,53,allow,82,132,30
56492,443,53818,443,allow,1016,5050,26
56734,443,56734,443,allow,52153,321723,87
34001,53,36189,53,allow,78,147,30
49627,443,59623,443,allow,3435,17148,95
49806,53,63116,53,allow,118,124,30
54375,443,15828,443,allow,3872,1770,81
64744,3389,64744,3389,allow,1714,1714,33
55784,53,32669,53,allow,94,90,30
55706,53,42379,53,allow,110,99,30
56674,53,8365,53,allow,94,89,30
56448,53,9031,53,allow,102,98,30
55784,53,2771,53,allow,94,90,30
56500,80,50985,80,allow,11174,166562,63
38666,443,18669,443,allow,3328,91499,16
65445,53,54616,53,allow,102,97,30
56448,53,7304,53,allow,102,98,30
64614,53,56180,53,allow,102,91,30
56498,53,39557,53,allow,102,97,30
21147,53,21147,53,allow,688,725,30
19473,13315,3345,13315,allow,150,310,1200
53328,53,0,0,allow,154,264,33
60766,28080,32813,28080,allow,70,0,5
36230,443,36230,443,allow,1774,2907,30
35584,80,52820,80,allow,454,1053,15
56498,80,33330,80,allow,11443,162578,63
47161,443,37026,443,allow,3715,7627,92
47045,53,20106,53,allow,78,147,30
65162,53,50444,53,allow,102,226,30
50542,53,12388,53,allow,110,672,30
53238,443,11082,443,allow,12347,15303,53
50483,443,61825,443,allow,2612,9850,80
51957,443,52201,443,allow,1732,1784,42
50232,28356,48349,28356,allow,2246710,2481981,1121
60111,443,2026,443,allow,3163,8356,25
60770,40010,17084,40010,allow,136,180,6
51902,55933,35723,55933,allow,136,180,5
64420,53,3288,53,allow,102,92,31
51880,18468,34831,18468,allow,70,0,5
53702,51413,14183,51413,allow,70,0,7
51894,26116,38290,26116,allow,70,0,8
63869,34368,37141,34368,allow,70,0,4
51901,443,44241,443,allow,948,5267,15
55648,80,35736,80,allow,70,0,5
51903,443,13827,443,allow,1089,523,15
53402,443,53402,443,allow,1675,2907,29
65382,443,15464,443,allow,5238,10369,126
53623,50093,42211,50093,allow,306,246,38
9100,443,50468,443,allow,431,4514,15
49212,53,38007,53,allow,94,89,29
56501,80,5186,80,allow,14101,286269,63
55261,53,52324,53,allow,94,89,29
64525,53,5631,53,allow,102,97,29
57265,53,15033,53,allow,102,98,30
49780,53,34638,53,allow,94,89,29
56498,53,6287,53,allow,102,97,30
49800,53,33373,53,allow,94,89,29
55018,53,37429,53,allow,94,85,30
56388,53,28849,53,allow,102,91,29
50405,53,20541,53,allow,102,98,29
56305,53,56939,53,allow,118,124,30
64022,53,2782,53,allow,102,95,30
52361,53,7907,53,allow,78,108,29
49979,53,49459,53,allow,94,103,30
50013,53,7317,53,allow,102,97,30
60166,53,7820,53,allow,94,164,30
64567,53,19362,53,allow,102,97,30
57163,53,45195,53,allow,110,99,30
27327,53,27327,53,allow,98,725,30
56655,53,60035,53,allow,86,82,30
44913,80,22574,80,allow,387,883,393
57470,6881,33137,6881,allow,792,0,1200
64525,53,61457,53,allow,102,97,30
49384,53,48199,53,allow,102,91,31
49632,53,3027,53,allow,102,97,31
51909,80,5336,80,allow,4543,1514,15
11295,40033,3453,40033,allow,89,124,32
55656,31165,21172,31165,allow,70,0,8
51893,63924,11081,63924,allow,70,0,8
51896,43357,29923,43357,allow,70,0,8
26943,443,22865,443,allow,16156,5119,22
52624,443,65468,443,allow,1982,3855,19
64425,53,23618,53,allow,134,155,30
49351,53,27652,53,allow,86,80,30
57047,53,31984,53,allow,94,104,31
49516,53,42173,53,allow,94,89,30
55657,37273,33354,37273,allow,70,0,8
51895,17172,52457,17172,allow,70,0,8
51897,57057,49158,57057,allow,70,0,8
48371,443,24225,443,allow,630,3278,17
9105,443,49589,443,allow,438,3639,15
37236,53,35776,53,allow,78,145,30
50013,53,8187,53,allow,102,97,30
65315,53,36625,53,allow,94,0,30
38667,443,44334,443,allow,12216,484636,16
53504,443,31592,443,allow,60511,2231401,196
60431,52867,18137,52867,allow,70,0,5
55784,53,64875,53,allow,94,236,48
56388,53,34689,53,allow,95,180,49
49460,53,64925,53,allow,188,270,30
65445,53,31304,53,allow,102,97,30
56432,53,34927,53,allow,188,270,30
52501,443,44230,443,allow,10147,153079,101
55018,53,50628,53,allow,94,85,30
49531,53,34898,53,allow,94,89,30
65228,53,53617,53,allow,86,126,30
49997,53,1711,53,allow,110,99,30
64967,53,49368,53,allow,94,90,31
65365,53,42836,53,allow,102,94,31
41876,80,9169,80,allow,708,1032,396
34548,443,60764,443,allow,3378,8171,196
49348,80,49348,80,allow,246,204,142
45780,443,35080,443,allow,1591,6256,186
57470,6881,47770,6881,allow,330,0,1200
21133,18719,1173,18719,allow,150,0,1200
57018,53,4073,53,allow,110,99,30
65341,53,7483,53,allow,102,98,30
49737,53,3736,53,allow,110,228,30
64331,53,26878,53,allow,89,235,31
51208,443,14745,443,allow,1216,2261,136
52201,443,3597,443,allow,1441,4240,51
63861,37832,64694,37832,allow,70,0,5
51089,80,45189,80,allow,4510,1730,131
50286,443,30253,443,allow,2365,7838,86
33150,53,60040,53,allow,228,588,30
63959,53,54075,53,allow,102,144,31
59851,80,45085,80,allow,6418,301397,63
57593,80,6872,80,allow,280,206,26
65155,53,63407,53,allow,103,192,49
50021,53,58776,53,allow,391,572,83
51901,15860,21103,15860,allow,136,180,6
52327,443,53473,443,allow,60,74,6
51092,80,39250,80,allow,2713,1261,131
49278,80,32439,80,allow,525,466,136
64331,53,61619,53,allow,94,85,30
56636,53,19411,53,allow,86,216,30
50534,53,27625,53,allow,86,82,30
64933,53,11327,53,allow,94,255,30
21502,44847,0,0,deny,66,0,0
57399,445,0,0,drop,70,0,0
443,36576,0,0,deny,60,0,0
57398,445,0,0,drop,70,0,0
62115,57470,0,0,deny,66,0,0
26793,3389,26793,3389,reset-both,223,70,1
64605,35993,0,0,deny,62,0,0
12604,3389,12604,3389,reset-both,223,70,1
57392,445,0,0,drop,70,0,0
57692,445,0,0,drop,66,0,0
32707,11392,0,0,deny,146,0,0
62292,445,0,0,drop,70,0,0
62294,445,0,0,drop,70,0,0
57389,445,0,0,drop,70,0,0
56413,51221,0,0,deny,66,0,0
1030,44847,0,0,deny,146,0,0
57151,39004,0,0,deny,66,0,0
45908,3383,0,0,deny,60,0,0
6881,6881,0,0,deny,146,0,0
44568,3389,0,0,deny,60,0,0
28809,50584,0,0,deny,66,0,0
57689,445,0,0,drop,66,0,0
57687,445,0,0,drop,66,0,0
